id id2 K
19900000154 12619989623 0
19900000154 12520010455 0
19900000154 12520176501 0
19900000154 12520010465 0
19900000154 19900000122 0
19900000154 12520177322 0
19900000154 12520175855 0
19900000154 12520090107 0
19900000154 12520175864 0
19900000154 12520010483 0
19900000154 12520090116 0
19900000154 12520110095 0
19900000154 12520090075 0
19900000154 12520177717 0
19900000154 12619990051 0
19900000154 12520130134 0
19900000154 12520090170 0
19900000154 12520177753 0
19900000154 12520175406 0
19900000154 12619999205 0
19900000154 12520179180 0
19900000154 12520100105 0
19900000154 12520177442 0
19900000154 12520100123 0
19900000154 12520080036 0
19900000154 12619996643 0
19900000154 12520080063 0
19900000154 12520176453 0
19900000154 12520100099 0
19900000154 12520090168 0
19900000154 12520176030 0
19900000154 12520100168 0
19900000154 12520177838 0
19900000154 12520080111 0
19900000154 12520100063 0
19900000154 12520120062 0
19900000154 12520100054 0
19900000154 12520100045 0
19900000154 12620000121 0
19900000154 12520100036 0
19900000154 12520010481 0
19900000154 12520100009 0
19900000154 12520010454 0
19900000154 12520100021 0
19900000154 12520175838 0
19900000154 19900000130 0
19900000154 12520010466 0
19900000154 12520050416 0
19900000154 12520010475 0
19900000154 12520179418 0
19900000154 12619935843 0
19900000154 12520010484 0
19900000154 12520176984 0
19900000154 12520090135 0
19900000154 12520100057 0
19900000154 12520090065 0
19900000154 12520110143 0
19900000154 12520090153 0
19900000154 12520100075 0
19900000154 12520130142 0
19900000154 12520110134 0
19900000154 12520090162 0
19900000154 12520080096 0
19900000154 12520100165 0
19900000154 12520177975 0
19900000154 12619997858 0
19900000154 12520100138 0
19900000154 12520179499 0
19900000154 12520090011 0
19900000154 12520178472 0
19900000154 12520100129 0
19900000154 12520080060 0
19900000154 12520080024 0
19900000154 19919960073 0
19900000154 12520178625 0
19900000154 12520175292 0
19900000154 12520176925 0
19900000154 12520090176 0
19900000154 12520120205 0
19900000154 12520179477 0
19900000154 12520100169 0
19900000154 12520090158 0
19900000154 12520090051 0
19900000154 12520100178 0
19900000154 12619990036 0
19900000154 12619999956 0
19900000154 12619971180 0
19900000154 12520003813 0
19900000154 12520003822 0
19900000154 19919990121 0
19900000154 12520010471 0
19900000154 12520120025 0
19900000154 12520100017 0
19900000154 12520010462 0
19900000154 12520010453 0
19900000154 12520050465 0
19900000154 12520010458 0
19900000154 12520010467 0
19900000154 12520090118 0
19900000154 12619999489 0
19900000154 12520100058 0
19900000154 12520100085 0
19900000154 12520080095 0
19900000154 12520100094 0
19900000154 12520100173 0
19900000154 12520177602 0
19900000154 12619970674 0
19900000154 12520080050 0
19900000154 12619999077 0
19900000154 12520080005 0
19900000154 12520175266 0
19900000154 12520175224 0
19900000154 12520080065 0
19900000154 12520090016 0
19900000154 12520080074 0
19900000154 12520130120 0
19900000154 12520090034 0
19900000154 12520179458 0
19900000154 12619999830 0
19900000154 12520010488 0
19900000154 12520090121 0
19900000154 12520100034 0
19900000154 12520010470 0
19900000154 12520179738 0
19900000154 12520100007 0
19900000154 12520010452 0
19900000154 12619970434 0
19900000154 12520177344 0
19900000154 19919980110 0
19900000154 19900000153 0
19900000154 12520100023 0
19900000154 12520175173 0
19900000154 12619990938 0
19900000154 12619986402 0
19900000154 12520010495 0
19900000154 12520090128 0
19900000154 12520179918 0
19900000154 12520090146 0
19900000154 12619999452 0
19900000154 12520100163 0
19900000154 12619980034 0
19900000154 12520158964 0
19900000154 12520080022 0
19900000154 12520177945 0
19900000154 12619999726 0
19900000154 12520176214 0
19900000154 12520157260 0
19900000154 12520100101 0
19900000154 12520090080 0
19900000154 12520100051 0
19900000154 12520156551 0
19900000154 12520090098 0
19900000154 12520176165 0
19900000154 12619970460 0
19900000154 19900000118 0
19900000154 12619991123 0
19900000154 12520179543 0
19919980120 19900000154 0
19919980120 19919980120 1
19919980120 12520100024 0.032
19919980120 12520010469 0.018
19919980120 12619999108 0
19919980120 12520010496 0
19919980120 12520090129 0.002
19919980120 12520090138 0
19919980120 12520158887 0
19919980120 12520179088 0
19919980120 12520090156 0.002
19919980120 12520110029 0
19919980120 12520080108 0.036
19919980120 12520100180 0.018
19919980120 12520080117 0.004
19919980120 12519999697 0
19919980120 12520177552 0
19919980120 12520177757 0
19919980120 12520080066 0
19919980120 12520100144 0.031
19919980120 12520178937 0
19919980120 12520080039 0.006
19919980120 12520100117 0
19919980120 12619991357 0
19919980120 12520090078 0.125
19919980120 12619971208 0
19919980120 19900000043 0
19919980120 12520080012 0
19919980120 12520080003 0.004
19919980120 12520179319 0
19919980120 19919970091 0.035
19919980120 10219990833 0
19919980120 12520090090 0.002
19919980120 12520130167 0
19919980120 12520175015 0
19919980120 12520178010 0
19919980120 12520178844 0
19919980120 12520090099 0.031
19919980120 19900000119 0
19919980120 12520178028 0
19919980120 19900000155 0
19919980120 12520080114 0
19919980120 12619999961 0
19919980120 12520175310 0
19919980120 12520179222 0
19919980120 12520100079 0.034
19919980120 12520176198 0
19919980120 12520100097 0
19919980120 12520080127 0.001
19919980120 19900000124 0
19919980120 12520179051 0
19919980120 12520155383 0.019
19919980120 12520100125 0
19919980120 12520175871 0
19919980120 12520179858 0
19919980120 12520176562 0
19919980120 19900000084 0
19919980120 12520090028 0
19919980120 12520100103 0.018
19919980120 12520178489 0
19919980120 12520090091 0.066
19919980120 12520100130 0
19919980120 12520080043 0.012
19919980120 12520080052 0
19919980120 12520110061 0
19919980120 19919960105 0
19919980120 12520080122 0.036
19919980120 19900000156 0
19919980120 12619999491 0
19919980120 12520178065 0
19919980120 12520178200 0
19919980120 12520175650 0
19919980120 12619993190 0
19919980120 12520177536 0
19919980120 12520100133 0.018
19919980120 12519966916 0
19919980120 12619993557 0
19919980120 12520090124 0
19919980120 12520175932 0
19919980120 12520110154 0.001
19919980120 12520178803 0
19919980120 12619990052 0
19919980120 12520090058 0.066
19919980120 12520090151 0.066
19919980120 12520175047 0
19919980120 12520090022 0.013
19919980120 12520177116 0
19919980120 12520177648 0
19919980120 12520080017 0.125
19919980120 12520177797 0
19919980120 12520175022 0
19919980120 12619999515 0
19919980120 12520090178 0
19919980120 12520178923 0
19919980120 12520100149 0.019
19919980120 12520090169 0
19919980120 12520051324 0
19919980120 12619971285 0
19919980120 12520120184 0.04
19919980120 12520100185 0.048
19919980120 12619995223 0
19919980120 12520100064 0.031
19919980120 12520110014 0.004
19919980120 12520010491 0
19919980120 12520090115 0
19919980120 12520010473 0.018
19919980120 12520110032 0
19919980120 12619989623 0
19919980120 12520010455 0
19919980120 12520176501 0
19919980120 12520010465 0
19919980120 19900000122 0
19919980120 12520177322 0
19919980120 12520175855 0
19919980120 12520090107 0.079
19919980120 12520175864 0
19919980120 12520010483 0
19919980120 12520090116 0
19919980120 12520110095 0.031
19919980120 12520090075 0
19919980120 12520177717 0
19919980120 12619990051 0
19919980120 12520130134 0.012
19919980120 12520090170 0
19919980120 12520177753 0
19919980120 12520175406 0
19919980120 12619999205 0
19919980120 12520179180 0
19919980120 12520100105 0
19919980120 12520177442 0
19919980120 12520100123 0
19919980120 12520080036 0.036
19919980120 12619996643 0
19919980120 12520080063 0
19919980120 12520176453 0
19919980120 12520100099 0.004
19919980120 12520090168 0.002
19919980120 12520176030 0
19919980120 12520100168 0
19919980120 12520177838 0
19919980120 12520080111 0
19919980120 12520100063 0.031
19919980120 12520120062 0.05
19919980120 12520100054 0.065
19919980120 12520100045 0
19919980120 12620000121 0
19919980120 12520100036 0
19919980120 12520010481 0.001
19919980120 12520100009 0
19919980120 12520010454 0
19919980120 12520100021 0.02
19919980120 12520175838 0
19919980120 19900000130 0
19919980120 12520010466 0.001
19919980120 12520050416 0.004
19919980120 12520010475 0.001
19919980120 12520179418 0
19919980120 12619935843 0
19919980120 12520010484 0.018
19919980120 12520176984 0
19919980120 12520090135 0.004
19919980120 12520100057 0.031
19919980120 12520090065 0
19919980120 12520110143 0.02
19919980120 12520090153 0.007
19919980120 12520100075 0.018
19919980120 12520130142 0
19919980120 12520110134 0.018
19919980120 12520090162 0.004
19919980120 12520080096 0
19919980120 12520100165 0
19919980120 12520177975 0
19919980120 12619997858 0
19919980120 12520100138 0.034
19919980120 12520179499 0
19919980120 12520090011 0.004
19919980120 12520178472 0
19919980120 12520100129 0
19919980120 12520080060 0
19919980120 12520080024 0.001
19919980120 19919960073 0.002
19919980120 12520178625 0
19919980120 12520175292 0
19919980120 12520176925 0
19919980120 12520090176 0.031
19919980120 12520120205 0.034
19919980120 12520179477 0
19919980120 12520100169 0.033
19919980120 12520090158 0.004
19919980120 12520090051 0.008
19919980120 12520100178 0.036
19919980120 12619990036 0
19919980120 12619999956 0
19919980120 12619971180 0
19919980120 12520003813 0
19919980120 12520003822 0
19919980120 19919990121 0.008
19919980120 12520010471 0.001
19919980120 12520120025 0
19919980120 12520100017 0.022
19919980120 12520010462 0.001
19919980120 12520010453 0.001
19919980120 12520050465 0.062
19919980120 12520010458 0.001
19919980120 12520010467 0
19919980120 12520090118 0.25
19919980120 12619999489 0
19919980120 12520100058 0.018
19919980120 12520100085 0.032
19919980120 12520080095 0.006
19919980120 12520100094 0.019
19919980120 12520100173 0
19919980120 12520177602 0
19919980120 12619970674 0
19919980120 12520080050 0
19919980120 12619999077 0
19919980120 12520080005 0.007
19919980120 12520175266 0
19919980120 12520175224 0
19919980120 12520080065 0
19919980120 12520090016 0.008
19919980120 12520080074 0.009
19919980120 12520130120 0.04
19919980120 12520090034 0
19919980120 12520179458 0
19919980120 12619999830 0
19919980120 12520010488 0.018
19919980120 12520090121 0
19919980120 12520100034 0
19919980120 12520010470 0.018
19919980120 12520179738 0
19919980120 12520100007 0.065
19919980120 12520010452 0.018
19919980120 12619970434 0
19919980120 12520177344 0
19919980120 19919980110 0.25
19919980120 19900000153 0
19919980120 12520100023 0.034
19919980120 12520175173 0
19919980120 12619990938 0
19919980120 12619986402 0
19919980120 12520010495 0.018
19919980120 12520090128 0.078
19919980120 12520179918 0
19919980120 12520090146 0.033
19919980120 12619999452 0
19919980120 12520100163 0
19919980120 12619980034 0
19919980120 12520158964 0.02
19919980120 12520080022 0
19919980120 12520177945 0
19919980120 12619999726 0
19919980120 12520176214 0
19919980120 12520157260 0
19919980120 12520100101 0.032
19919980120 12520090080 0
19919980120 12520100051 0.018
19919980120 12520156551 0.031
19919980120 12520090098 0.031
19919980120 12520176165 0
19919980120 12619970460 0
19919980120 19900000118 0
19919980120 12619991123 0
19919980120 12520179543 0
12520100024 19900000154 0
12520100024 19919980120 0.032
12520100024 12520100024 1
12520100024 12520010469 0.002
12520100024 12619999108 0
12520100024 12520010496 0.031
12520100024 12520090129 0
12520100024 12520090138 0
12520100024 12520158887 0
12520100024 12520179088 0
12520100024 12520090156 0
12520100024 12520110029 0
12520100024 12520080108 0.251
12520100024 12520100180 0.258
12520100024 12520080117 0.001
12520100024 12519999697 0.031
12520100024 12520177552 0
12520100024 12520177757 0
12520100024 12520080066 0
12520100024 12520100144 0.25
12520100024 12520178937 0
12520100024 12520080039 0.032
12520100024 12520100117 0
12520100024 12619991357 0
12520100024 12520090078 0.004
12520100024 12619971208 0
12520100024 19900000043 0.062
12520100024 12520080012 0
12520100024 12520080003 0.001
12520100024 12520179319 0
12520100024 19919970091 0.005
12520100024 10219990833 0
12520100024 12520090090 0.004
12520100024 12520130167 0
12520100024 12520175015 0
12520100024 12520178010 0
12520100024 12520178844 0
12520100024 12520090099 0.375
12520100024 19900000119 0
12520100024 12520178028 0
12520100024 19900000155 0
12520100024 12520080114 0
12520100024 12619999961 0
12520100024 12520175310 0
12520100024 12520179222 0
12520100024 12520100079 0.266
12520100024 12520176198 0
12520100024 12520100097 0
12520100024 12520080127 0.001
12520100024 19900000124 0
12520100024 12520179051 0
12520100024 12520155383 0.141
12520100024 12520100125 0
12520100024 12520175871 0
12520100024 12520179858 0
12520100024 12520176562 0
12520100024 19900000084 0
12520100024 12520090028 0
12520100024 12520100103 0.141
12520100024 12520178489 0
12520100024 12520090091 0.094
12520100024 12520100130 0
12520100024 12520080043 0.017
12520100024 12520080052 0
12520100024 12520110061 0
12520100024 19919960105 0
12520100024 12520080122 0.071
12520100024 19900000156 0
12520100024 12619999491 0
12520100024 12520178065 0
12520100024 12520178200 0
12520100024 12520175650 0
12520100024 12619993190 0
12520100024 12520177536 0
12520100024 12520100133 0.133
12520100024 12519966916 0
12520100024 12619993557 0
12520100024 12520090124 0
12520100024 12520175932 0
12520100024 12520110154 0.001
12520100024 12520178803 0
12520100024 12619990052 0
12520100024 12520090058 0.106
12520100024 12520090151 0.106
12520100024 12520175047 0
12520100024 12520090022 0.064
12520100024 12520177116 0
12520100024 12520177648 0
12520100024 12520080017 0.004
12520100024 12520177797 0
12520100024 12520175022 0
12520100024 12619999515 0
12520100024 12520090178 0
12520100024 12520178923 0
12520100024 12520100149 0.135
12520100024 12520090169 0
12520100024 12520051324 0
12520100024 12619971285 0
12520100024 12520120184 0.259
12520100024 12520100185 0.297
12520100024 12619995223 0
12520100024 12520100064 0.268
12520100024 12520110014 0.016
12520100024 12520010491 0.031
12520100024 12520090115 0
12520100024 12520010473 0.034
12520100024 12520110032 0
12520100024 12619989623 0
12520100024 12520010455 0.031
12520100024 12520176501 0
12520100024 12520010465 0.031
12520100024 19900000122 0
12520100024 12520177322 0
12520100024 12520175855 0
12520100024 12520090107 0.133
12520100024 12520175864 0
12520100024 12520010483 0.031
12520100024 12520090116 0
12520100024 12520110095 0.268
12520100024 12520090075 0
12520100024 12520177717 0
12520100024 12619990051 0
12520100024 12520130134 0.118
12520100024 12520090170 0
12520100024 12520177753 0
12520100024 12520175406 0
12520100024 12619999205 0
12520100024 12520179180 0
12520100024 12520100105 0
12520100024 12520177442 0
12520100024 12520100123 0
12520100024 12520080036 0.266
12520100024 12619996643 0
12520100024 12520080063 0
12520100024 12520176453 0
12520100024 12520100099 0.001
12520100024 12520090168 0.001
12520100024 12520176030 0
12520100024 12520100168 0
12520100024 12520177838 0
12520100024 12520080111 0
12520100024 12520100063 0.268
12520100024 12520120062 0.149
12520100024 12520100054 0.126
12520100024 12520100045 0
12520100024 12620000121 0
12520100024 12520100036 0
12520100024 12520010481 0
12520100024 12520100009 0
12520100024 12520010454 0.062
12520100024 12520100021 0.126
12520100024 12520175838 0
12520100024 19900000130 0
12520100024 12520010466 0.031
12520100024 12520050416 0.001
12520100024 12520010475 0
12520100024 12520179418 0
12520100024 12619935843 0
12520100024 12520010484 0.002
12520100024 12520176984 0
12520100024 12520090135 0.047
12520100024 12520100057 0.313
12520100024 12520090065 0
12520100024 12520110143 0.165
12520100024 12520090153 0.032
12520100024 12520100075 0.133
12520100024 12520130142 0
12520100024 12520110134 0.149
12520100024 12520090162 0.032
12520100024 12520080096 0
12520100024 12520100165 0
12520100024 12520177975 0
12520100024 12619997858 0
12520100024 12520100138 0.274
12520100024 12520179499 0
12520100024 12520090011 0.063
12520100024 12520178472 0
12520100024 12520100129 0
12520100024 12520080060 0
12520100024 12520080024 0.002
12520100024 19919960073 0
12520100024 12520178625 0
12520100024 12520175292 0
12520100024 12520176925 0
12520100024 12520090176 0.25
12520100024 12520120205 0.266
12520100024 12520179477 0
12520100024 12520100169 0.25
12520100024 12520090158 0.008
12520100024 12520090051 0.064
12520100024 12520100178 0.251
12520100024 12619990036 0
12520100024 12619999956 0.125
12520100024 12619971180 0
12520100024 12520003813 0.031
12520100024 12520003822 0.125
12520100024 19919990121 0.036
12520100024 12520010471 0
12520100024 12520120025 0
12520100024 12520100017 0.134
12520100024 12520010462 0
12520100024 12520010453 0
12520100024 12520050465 0.5
12520100024 12520010458 0
12520100024 12520010467 0
12520100024 12520090118 0.008
12520100024 12619999489 0
12520100024 12520100058 0.164
12520100024 12520100085 0.282
12520100024 12520080095 0.048
12520100024 12520100094 0.157
12520100024 12520100173 0
12520100024 12520177602 0
12520100024 12619970674 0.062
12520100024 12520080050 0
12520100024 12619999077 0
12520100024 12520080005 0.001
12520100024 12520175266 0
12520100024 12520175224 0
12520100024 12520080065 0
12520100024 12520090016 0.064
12520100024 12520080074 0.064
12520100024 12520130120 0.317
12520100024 12520090034 0
12520100024 12520179458 0
12520100024 12619999830 0
12520100024 12520010488 0.002
12520100024 12520090121 0
12520100024 12520100034 0
12520100024 12520010470 0.002
12520100024 12520179738 0
12520100024 12520100007 0.126
12520100024 12520010452 0.002
12520100024 12619970434 0
12520100024 12520177344 0
12520100024 19919980110 0.126
12520100024 19900000153 0
12520100024 12520100023 0.25
12520100024 12520175173 0
12520100024 12619990938 0
12520100024 12619986402 0
12520100024 12520010495 0.002
12520100024 12520090128 0.114
12520100024 12520179918 0
12520100024 12520090146 0.071
12520100024 12619999452 0
12520100024 12520100163 0
12520100024 12619980034 0
12520100024 12520158964 0.167
12520100024 12520080022 0
12520100024 12520177945 0
12520100024 12619999726 0
12520100024 12520176214 0
12520100024 12520157260 0
12520100024 12520100101 0.313
12520100024 12520090080 0
12520100024 12520100051 0.125
12520100024 12520156551 0.192
12520100024 12520090098 0.375
12520100024 12520176165 0
12520100024 12619970460 0
12520100024 19900000118 0
12520100024 12619991123 0
12520100024 12520179543 0
12520010469 19900000154 0
12520010469 19919980120 0.018
12520010469 12520100024 0.002
12520010469 12520010469 1
12520010469 12619999108 0
12520010469 12520010496 0
12520010469 12520090129 0.031
12520010469 12520090138 0.001
12520010469 12520158887 0.001
12520010469 12520179088 0
12520010469 12520090156 0.031
12520010469 12520110029 0
12520010469 12520080108 0.065
12520010469 12520100180 0.032
12520010469 12520080117 0.062
12520010469 12519999697 0
12520010469 12520177552 0
12520010469 12520177757 0
12520010469 12520080066 0
12520010469 12520100144 0.002
12520010469 12520178937 0
12520010469 12520080039 0.062
12520010469 12520100117 0
12520010469 12619991357 0
12520010469 12520090078 0.002
12520010469 12619971208 0
12520010469 19900000043 0
12520010469 12520080012 0
12520010469 12520080003 0.062
12520010469 12520179319 0
12520010469 19919970091 0.5
12520010469 10219990833 0
12520010469 12520090090 0.031
12520010469 12520130167 0
12520010469 12520175015 0
12520010469 12520178010 0
12520010469 12520178844 0
12520010469 12520090099 0.002
12520010469 19900000119 0
12520010469 12520178028 0
12520010469 19900000155 0
12520010469 12520080114 0
12520010469 12619999961 0
12520010469 12520175310 0
12520010469 12520179222 0
12520010469 12520100079 0.034
12520010469 12520176198 0
12520010469 12520100097 0
12520010469 12520080127 0.002
12520010469 19900000124 0
12520010469 12520179051 0
12520010469 12520155383 0.032
12520010469 12520100125 0
12520010469 12520175871 0
12520010469 12520179858 0
12520010469 12520176562 0
12520010469 19900000084 0
12520010469 12520090028 0
12520010469 12520100103 0.033
12520010469 12520178489 0
12520010469 12520090091 0.052
12520010469 12520100130 0
12520010469 12520080043 0.156
12520010469 12520080052 0
12520010469 12520110061 0
12520010469 19919960105 0
12520010469 12520080122 0.065
12520010469 19900000156 0
12520010469 12619999491 0
12520010469 12520178065 0
12520010469 12520178200 0
12520010469 12520175650 0
12520010469 12619993190 0
12520010469 12520177536 0
12520010469 12520100133 0.032
12520010469 12519966916 0
12520010469 12619993557 0
12520010469 12520090124 0
12520010469 12520175932 0
12520010469 12520110154 0.002
12520010469 12520178803 0
12520010469 12619990052 0
12520010469 12520090058 0.036
12520010469 12520090151 0.036
12520010469 12520175047 0
12520010469 12520090022 0.125
12520010469 12520177116 0
12520010469 12520177648 0
12520010469 12520080017 0.002
12520010469 12520177797 0
12520010469 12520175022 0
12520010469 12619999515 0
12520010469 12520090178 0
12520010469 12520178923 0
12520010469 12520100149 0.033
12520010469 12520090169 0
12520010469 12520051324 0
12520010469 12619971285 0
12520010469 12520120184 0.127
12520010469 12520100185 0.004
12520010469 12619995223 0
12520010469 12520100064 0.002
12520010469 12520110014 0.047
12520010469 12520010491 0
12520010469 12520090115 0
12520010469 12520010473 0.25
12520010469 12520110032 0
12520010469 12619989623 0
12520010469 12520010455 0
12520010469 12520176501 0
12520010469 12520010465 0
12520010469 19900000122 0
12520010469 12520177322 0
12520010469 12520175855 0
12520010469 12520090107 0.006
12520010469 12520175864 0
12520010469 12520010483 0
12520010469 12520090116 0
12520010469 12520110095 0.002
12520010469 12520090075 0
12520010469 12520177717 0
12520010469 12619990051 0
12520010469 12520130134 0.016
12520010469 12520090170 0
12520010469 12520177753 0
12520010469 12520175406 0
12520010469 12619999205 0.5
12520010469 12520179180 0
12520010469 12520100105 0
12520010469 12520177442 0
12520010469 12520100123 0
12520010469 12520080036 0.065
12520010469 12619996643 0
12520010469 12520080063 0
12520010469 12520176453 0
12520010469 12520100099 0.062
12520010469 12520090168 0.004
12520010469 12520176030 0
12520010469 12520100168 0
12520010469 12520177838 0
12520010469 12520080111 0
12520010469 12520100063 0.002
12520010469 12520120062 0.051
12520010469 12520100054 0.036
12520010469 12520100045 0
12520010469 12620000121 0
12520010469 12520100036 0
12520010469 12520010481 0.001
12520010469 12520100009 0
12520010469 12520010454 0
12520010469 12520100021 0.064
12520010469 12520175838 0
12520010469 19900000130 0
12520010469 12520010466 0.001
12520010469 12520050416 0.062
12520010469 12520010475 0.001
12520010469 12520179418 0
12520010469 12619935843 0
12520010469 12520010484 0.25
12520010469 12520176984 0
12520010469 12520090135 0.031
12520010469 12520100057 0.002
12520010469 12520090065 0
12520010469 12520110143 0.032
12520010469 12520090153 0.094
12520010469 12520100075 0.032
12520010469 12520130142 0
12520010469 12520110134 0.032
12520010469 12520090162 0.031
12520010469 12520080096 0
12520010469 12520100165 0.001
12520010469 12520177975 0
12520010469 12619997858 0
12520010469 12520100138 0.034
12520010469 12520179499 0
12520010469 12520090011 0
12520010469 12520178472 0
12520010469 12520100129 0
12520010469 12520080060 0
12520010469 12520080024 0
12520010469 19919960073 0.002
12520010469 12520178625 0
12520010469 12520175292 0
12520010469 12520176925 0
12520010469 12520090176 0.002
12520010469 12520120205 0.034
12520010469 12520179477 0
12520010469 12520100169 0.034
12520010469 12520090158 0.062
12520010469 12520090051 0.062
12520010469 12520100178 0.065
12520010469 12619990036 0
12520010469 12619999956 0
12520010469 12619971180 0
12520010469 12520003813 0
12520010469 12520003822 0
12520010469 19919990121 0
12520010469 12520010471 0.001
12520010469 12520120025 0
12520010469 12520100017 0.095
12520010469 12520010462 0.001
12520010469 12520010453 0.001
12520010469 12520050465 0.005
12520010469 12520010458 0.001
12520010469 12520010467 0
12520010469 12520090118 0.004
12520010469 12619999489 0
12520010469 12520100058 0.032
12520010469 12520100085 0.018
12520010469 12520080095 0.062
12520010469 12520100094 0.032
12520010469 12520100173 0
12520010469 12520177602 0
12520010469 12619970674 0
12520010469 12520080050 0
12520010469 12619999077 0
12520010469 12520080005 0.094
12520010469 12520175266 0
12520010469 12520175224 0
12520010469 12520080065 0
12520010469 12520090016 0.062
12520010469 12520080074 0.125
12520010469 12520130120 0.019
12520010469 12520090034 0
12520010469 12520179458 0
12520010469 12619999830 0
12520010469 12520010488 0.25
12520010469 12520090121 0
12520010469 12520100034 0
12520010469 12520010470 0.25
12520010469 12520179738 0
12520010469 12520100007 0.036
12520010469 12520010452 0.25
12520010469 12619970434 0
12520010469 12520177344 0
12520010469 19919980110 0.02
12520010469 19900000153 0
12520010469 12520100023 0.034
12520010469 12520175173 0
12520010469 12619990938 0
12520010469 12619986402 0
12520010469 12520010495 0.25
12520010469 12520090128 0.006
12520010469 12520179918 0
12520010469 12520090146 0.034
12520010469 12619999452 0
12520010469 12520100163 0
12520010469 12619980034 0
12520010469 12520158964 0.032
12520010469 12520080022 0
12520010469 12520177945 0
12520010469 12619999726 0
12520010469 12520176214 0
12520010469 12520157260 0.001
12520010469 12520100101 0.002
12520010469 12520090080 0
12520010469 12520100051 0.032
12520010469 12520156551 0.103
12520010469 12520090098 0.002
12520010469 12520176165 0
12520010469 12619970460 0
12520010469 19900000118 0
12520010469 12619991123 0
12520010469 12520179543 0
12619999108 19900000154 0
12619999108 19919980120 0
12619999108 12520100024 0
12619999108 12520010469 0
12619999108 12619999108 1
12619999108 12520010496 0
12619999108 12520090129 0
12619999108 12520090138 0
12619999108 12520158887 0
12619999108 12520179088 0
12619999108 12520090156 0
12619999108 12520110029 0
12619999108 12520080108 0
12619999108 12520100180 0
12619999108 12520080117 0
12619999108 12519999697 0
12619999108 12520177552 0
12619999108 12520177757 0
12619999108 12520080066 0
12619999108 12520100144 0
12619999108 12520178937 0
12619999108 12520080039 0
12619999108 12520100117 0
12619999108 12619991357 0
12619999108 12520090078 0
12619999108 12619971208 0
12619999108 19900000043 0
12619999108 12520080012 0
12619999108 12520080003 0
12619999108 12520179319 0
12619999108 19919970091 0
12619999108 10219990833 0
12619999108 12520090090 0
12619999108 12520130167 0
12619999108 12520175015 0
12619999108 12520178010 0
12619999108 12520178844 0
12619999108 12520090099 0
12619999108 19900000119 0
12619999108 12520178028 0
12619999108 19900000155 0
12619999108 12520080114 0
12619999108 12619999961 0
12619999108 12520175310 0
12619999108 12520179222 0
12619999108 12520100079 0
12619999108 12520176198 0
12619999108 12520100097 0
12619999108 12520080127 0
12619999108 19900000124 0
12619999108 12520179051 0
12619999108 12520155383 0
12619999108 12520100125 0
12619999108 12520175871 0
12619999108 12520179858 0
12619999108 12520176562 0
12619999108 19900000084 0
12619999108 12520090028 0
12619999108 12520100103 0
12619999108 12520178489 0
12619999108 12520090091 0.062
